sample_name	sample_type	cell_source	data_source	pmid	sra_id	encode_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
Donor1003_Activated_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650821	NA	Donor1003	female	CD8+ CM T	Activated CD8+ CM T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1003_Activated_CD8+_CM_T	Activated_CD8+_CM_T	1	ATAC-Seq	16.4	220465	0.25	36201416	TRUE
Donor1004_Activated_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650858	NA	Donor1004	female	CD8+ EM T	Activated CD8+ EM T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1004_Activated_CD8+_EM_T	Activated_CD8+_EM_T	1	ATAC-Seq	12.6	240386	0.17	53191666	FALSE
Donor1001_Activated_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650741	NA	Donor1001	female	CD8+ EM T	Activated CD8+ EM T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1001_Activated_CD8+_EM_T	Activated_CD8+_EM_T	1	ATAC-Seq	16.3	213680	0.16	68044910	FALSE
Donor1002_Activated_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650783	NA	Donor1002	male	CD8+ EM T	Activated CD8+ EM T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1002_Activated_CD8+_EM_T	Activated_CD8+_EM_T	1	ATAC-Seq	17	193912	0.25	48001310	FALSE
Donor1003_Activated_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650823	NA	Donor1003	female	CD8+ EM T	Activated CD8+ EM T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1003_Activated_CD8+_EM_T	Activated_CD8+_EM_T	1	ATAC-Seq	23.2	150380	0.35	33385028	TRUE
Donor1002_Activated_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650785	NA	Donor1002	male	CD8+ Naive T	Activated CD8+ Naive T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1002_Activated_CD8+_Naive_T	Activated_CD8+_Naive_T	1	ATAC-Seq	6.4	256949	0.14	63779122	FALSE
Donor1004_Activated_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650860	NA	Donor1004	female	CD8+ Naive T	Activated CD8+ Naive T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1004_Activated_CD8+_Naive_T	Activated_CD8+_Naive_T	1	ATAC-Seq	7	473224	0.23	82026822	FALSE
Donor1001_Activated_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650743	NA	Donor1001	female	CD8+ Naive T	Activated CD8+ Naive T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1001_Activated_CD8+_Naive_T	Activated_CD8+_Naive_T	1	ATAC-Seq	16.4	391771	0.24	59120710	FALSE
Donor1003_Activated_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650825	NA	Donor1003	female	CD8+ Naive T	Activated CD8+ Naive T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1003_Activated_CD8+_Naive_T	Activated_CD8+_Naive_T	1	ATAC-Seq	19.2	266383	0.3	35990752	TRUE
Donor1002_Activated_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650779	NA	Donor1002	male	CD8+ T	Activated CD8+ T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+	Donor1002_Activated_CD8+_T	Activated_CD8+_T	1	ATAC-Seq	9.3	290988	0.15	63568222	FALSE
Donor1001_Activated_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650737	NA	Donor1001	female	CD8+ T	Activated CD8+ T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+	Donor1001_Activated_CD8+_T	Activated_CD8+_T	1	ATAC-Seq	16.7	270330	0.22	72470780	FALSE
Donor1003_Activated_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650819	NA	Donor1003	female	CD8+ T	Activated CD8+ T	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8+	Donor1003_Activated_CD8+_T	Activated_CD8+_T	1	ATAC-Seq	19.5	203675	0.32	34530984	TRUE
Donor1004_Activated_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650862	NA	Donor1004	female	gdT	Activated gdT	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8-TCRgd+	Donor1004_Activated_gdT	Activated_gdT	1	ATAC-Seq	11	319704	0.16	59223996	FALSE
Donor1002_Activated_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650787	NA	Donor1002	male	gdT	Activated gdT	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8-TCRgd+	Donor1002_Activated_gdT	Activated_gdT	1	ATAC-Seq	12.1	274279	0.19	57399880	FALSE
Donor1003_Activated_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650827	NA	Donor1003	female	gdT	Activated gdT	Activated: IL-2 + αCD3/CD28 Dynabeads 24hr	T Lymphoid	CD3+CD8-TCRgd+	Donor1003_Activated_gdT	Activated_gdT	1	ATAC-Seq	19.9	195028	0.28	35530184	TRUE
Donor1010_Activated_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650921	NA	Donor1010	female	Mature NK	Activated Mature NK	Activated: IL-2 24hr	NK Lymphoid	CD16+CD56+	Donor1010_Activated_Mature_NK	Activated_Mature_NK	1	ATAC-Seq	6.9	418758	0.19	83541730	FALSE
Donor1008_Activated_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650912	NA	Donor1008	male	Mature NK	Activated Mature NK	Activated: IL-2 24hr	NK Lymphoid	CD16+CD56+	Donor1008_Activated_Mature_NK	Activated_Mature_NK	1	ATAC-Seq	7.4	345160	0.15	90746840	FALSE
Donor1004_Activated_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650884	NA	Donor1004	female	Mature NK	Activated Mature NK	Activated: IL-2 + αCD2/CD355 Beads 48hr	NK Lymphoid	CD16+CD56+	Donor1004_Activated_Mature_NK	Activated_Mature_NK	1	ATAC-Seq	8.2	478563	0.21	85421636	FALSE
Donor1003_Activated_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650847	NA	Donor1003	female	Mature NK	Activated Mature NK	Activated: IL-2 + αCD2/CD355 Beads 48hr	NK Lymphoid	CD16+CD56+	Donor1003_Activated_Mature_NK	Activated_Mature_NK	1	ATAC-Seq	17.8	181889	0.16	32331786	FALSE
Donor1002_Activated_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650807	NA	Donor1002	male	Mature NK	Activated Mature NK	Activated: IL-2 + αCD2/CD355 Beads 48hr	NK Lymphoid	CD16+CD56+	Donor1002_Activated_Mature_NK	Activated_Mature_NK	1	ATAC-Seq	18.6	179798	0.17	43996260	FALSE
Donor1001_Activated_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650765	NA	Donor1001	female	Mature NK	Activated Mature NK	Activated: IL-2 + αCD2/CD355 Beads 48hr	NK Lymphoid	CD16+CD56+	Donor1001_Activated_Mature_NK	Activated_Mature_NK	1	ATAC-Seq	21.4	153885	0.17	64165542	TRUE
Donor1010_Activated_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650917	NA	Donor1010	female	Memory B	Activated Memory B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27+	Donor1010_Activated_Memory_B	Activated_Memory_B	1	ATAC-Seq	8.1	325939	0.16	98119520	FALSE
Donor1003_Activated_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650815	NA	Donor1003	female	Memory B	Activated Memory B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27+	Donor1003_Activated_Memory_B	Activated_Memory_B	1	ATAC-Seq	11.8	480905	0.29	40878562	FALSE
Donor1002_Activated_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650774	NA	Donor1002	male	Memory B	Activated Memory B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27+	Donor1002_Activated_Memory_B	Activated_Memory_B	1	ATAC-Seq	14	270034	0.23	81170938	FALSE
Donor1001_Activated_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650732	NA	Donor1001	female	Memory B	Activated Memory B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27+	Donor1001_Activated_Memory_B	Activated_Memory_B	1	ATAC-Seq	15.2	250689	0.18	65519010	TRUE
Donor1002_Activated_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650776	NA	Donor1002	male	Naive B	Activated Naive B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27-	Donor1002_Activated_Naive_B	Activated_Naive_B	1	ATAC-Seq	14	256829	0.21	64431870	FALSE
Donor1003_Activated_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650817	NA	Donor1003	female	Naive B	Activated Naive B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27-	Donor1003_Activated_Naive_B	Activated_Naive_B	1	ATAC-Seq	16	218927	0.19	34275436	FALSE
Donor1001_Activated_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650734	NA	Donor1001	female	Naive B	Activated Naive B	Activated: IL-4 + αIgG/IgM 24hr	B Lymphoid	CD19+CD27-	Donor1001_Activated_Naive_B	Activated_Naive_B	1	ATAC-Seq	19.8	240478	0.2	72419380	TRUE
Donor1004_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650886	NA	Donor1004	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+	Donor1004_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	6.7	370808	0.19	75847374	FALSE
Donor1003_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650849	NA	Donor1003	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+	Donor1003_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	7.2	395710	0.24	35062668	FALSE
Donor1001_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650767	NA	Donor1001	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+	Donor1001_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	8.2	417524	0.22	88702956	FALSE
Donor1004_CD19+_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650851	NA	Donor1004	female	CD19+ B	CD19+ B	Unperturbed	B Lymphoid	CD19+	Donor1004_CD19+_B	CD19+_B	1	ATAC-Seq	8.8	338254	0.22	53071562	FALSE
Donor1003_CD19+_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650812	NA	Donor1003	female	CD19+ B	CD19+ B	Unperturbed	B Lymphoid	CD19+	Donor1003_CD19+_B	CD19+_B	1	ATAC-Seq	16.2	372166	0.26	30983474	FALSE
Donor1001_CD19+_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650729	NA	Donor1001	female	CD19+ B	CD19+ B	Unperturbed	B Lymphoid	CD19+	Donor1001_CD19+_B	CD19+_B	1	ATAC-Seq	18	207868	0.2	67370190	TRUE
Donor1002_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650792	NA	Donor1002	male	CD4+ EM T	CD4+ EM T	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1002_CD4+_EM_T	CD4+_EM_T	1	ATAC-Seq	8.2	309637	0.16	57111154	FALSE
Donor1004_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650866	NA	Donor1004	female	CD4+ EM T	CD4+ EM T	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1004_CD4+_EM_T	CD4+_EM_T	1	ATAC-Seq	15.4	196155	0.17	44621768	FALSE
Donor1003_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650832	NA	Donor1003	female	CD4+ EM T	CD4+ EM T	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1003_CD4+_EM_T	CD4+_EM_T	1	ATAC-Seq	21.2	137206	0.27	35446982	FALSE
Donor1001_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650749	NA	Donor1001	female	CD4+ EM T	CD4+ EM T	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1001_CD4+_EM_T	CD4+_EM_T	1	ATAC-Seq	24.1	117583	0.25	45401628	TRUE
Donor1004_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650868	NA	Donor1004	female	CD4+ Memory Treg	CD4+ Memory Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1004_CD4+_Memory_Treg	CD4+_Memory_Treg	1	ATAC-Seq	10.8	293440	0.16	57896068	FALSE
Donor1003_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650834	NA	Donor1003	female	CD4+ Memory Treg	CD4+ Memory Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1003_CD4+_Memory_Treg	CD4+_Memory_Treg	1	ATAC-Seq	18.7	190402	0.17	47458620	FALSE
Donor1001_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650751	NA	Donor1001	female	CD4+ Memory Treg	CD4+ Memory Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1001_CD4+_Memory_Treg	CD4+_Memory_Treg	1	ATAC-Seq	21.6	154432	0.07	30195046	TRUE
Donor1004_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650870	NA	Donor1004	female	CD4+ Naive Teff	CD4+ Naive Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1004_CD4+_Naive_Teff	CD4+_Naive_Teff	1	ATAC-Seq	10.6	318111	0.17	70250596	FALSE
Donor1003_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650836	NA	Donor1003	female	CD4+ Naive Teff	CD4+ Naive Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1003_CD4+_Naive_Teff	CD4+_Naive_Teff	1	ATAC-Seq	21.7	149254	0.27	34539488	FALSE
Donor1001_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650753	NA	Donor1001	female	CD4+ Naive Teff	CD4+ Naive Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1001_CD4+_Naive_Teff	CD4+_Naive_Teff	1	ATAC-Seq	23.5	152057	0.11	32522312	TRUE
Donor1008_CD4+_Naive_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650909	NA	Donor1008	male	CD4+ Naive Treg	CD4+ Naive Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+CD45RA+CD45RO-	Donor1008_CD4+_Naive_Treg	CD4+_Naive_Treg	1	ATAC-Seq	5.2	437105	0.16	97568272	FALSE
Donor1004_CD4+_Naive_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650872	NA	Donor1004	female	CD4+ Naive Treg	CD4+ Naive Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+CD45RA+CD45RO-	Donor1004_CD4+_Naive_Treg	CD4+_Naive_Treg	1	ATAC-Seq	8.1	381164	0.21	47981822	TRUE
Donor1002_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650788	NA	Donor1002	male	CD4+ Teff	CD4+ Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25-	Donor1002_CD4+_Teff	CD4+_Teff	1	ATAC-Seq	8	322823	0.19	54896096	FALSE
Donor1004_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650863	NA	Donor1004	female	CD4+ Teff	CD4+ Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25-	Donor1004_CD4+_Teff	CD4+_Teff	1	ATAC-Seq	12.7	335663	0.2	51773014	FALSE
Donor1003_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650828	NA	Donor1003	female	CD4+ Teff	CD4+ Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25-	Donor1003_CD4+_Teff	CD4+_Teff	1	ATAC-Seq	17.6	177672	0.19	42289948	FALSE
Donor1001_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650745	NA	Donor1001	female	CD4+ Teff	CD4+ Teff	Unperturbed	T Lymphoid	CD4+CD127+CD25-	Donor1001_CD4+_Teff	CD4+_Teff	1	ATAC-Seq	22.3	137696	0.22	64477064	TRUE
Donor1004_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650864	NA	Donor1004	female	CD4+ Tfh	CD4+ Tfh	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1004_CD4+_Tfh	CD4+_Tfh	1	ATAC-Seq	5.7	330598	0.15	66880436	FALSE
Donor1010_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650919	NA	Donor1010	female	CD4+ Tfh	CD4+ Tfh	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1010_CD4+_Tfh	CD4+_Tfh	1	ATAC-Seq	7	297302	0.14	79150228	FALSE
Donor1002_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650790	NA	Donor1002	male	CD4+ Tfh	CD4+ Tfh	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1002_CD4+_Tfh	CD4+_Tfh	1	ATAC-Seq	13.2	198232	0.15	54648172	FALSE
Donor1001_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650747	NA	Donor1001	female	CD4+ Tfh	CD4+ Tfh	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1001_CD4+_Tfh	CD4+_Tfh	1	ATAC-Seq	18.4	216722	0.15	53208440	FALSE
Donor1003_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650830	NA	Donor1003	female	CD4+ Tfh	CD4+ Tfh	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1003_CD4+_Tfh	CD4+_Tfh	1	ATAC-Seq	20.4	127554	0.24	25634702	TRUE
Donor1004_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650876	NA	Donor1004	female	CD4+ Th1	CD4+ Th1	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1004_CD4+_Th1	CD4+_Th1	1	ATAC-Seq	7.9	313071	0.16	76628228	FALSE
Donor1002_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650800	NA	Donor1002	male	CD4+ Th1	CD4+ Th1	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1002_CD4+_Th1	CD4+_Th1	1	ATAC-Seq	20.6	124585	0.2	37996706	FALSE
Donor1003_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650840	NA	Donor1003	female	CD4+ Th1	CD4+ Th1	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1003_CD4+_Th1	CD4+_Th1	1	ATAC-Seq	22.9	168212	0.27	18434516	FALSE
Donor1001_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650757	NA	Donor1001	female	CD4+ Th1	CD4+ Th1	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1001_CD4+_Th1	CD4+_Th1	1	ATAC-Seq	23	179188	0.2	58774370	TRUE
Donor1004_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650878	NA	Donor1004	female	CD4+ Th17	CD4+ Th17	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1004_CD4+_Th17	CD4+_Th17	1	ATAC-Seq	13.2	174648	0.14	42837116	FALSE
Donor1002_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650802	NA	Donor1002	male	CD4+ Th17	CD4+ Th17	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1002_CD4+_Th17	CD4+_Th17	1	ATAC-Seq	20.7	145008	0.22	46124662	TRUE
Donor1001_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650759	NA	Donor1001	female	CD4+ Th17	CD4+ Th17	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1001_CD4+_Th17	CD4+_Th17	1	ATAC-Seq	20.1	157883	0.21	68714598	FALSE
Donor1002_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650804	NA	Donor1002	male	CD4+ Th2	CD4+ Th2	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1002_CD4+_Th2	CD4+_Th2	1	ATAC-Seq	6.9	300004	0.15	56731120	FALSE
Donor1004_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650880	NA	Donor1004	female	CD4+ Th2	CD4+ Th2	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1004_CD4+_Th2	CD4+_Th2	1	ATAC-Seq	13.3	228439	0.16	53115512	FALSE
Donor1003_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650843	NA	Donor1003	female	CD4+ Th2	CD4+ Th2	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1003_CD4+_Th2	CD4+_Th2	1	ATAC-Seq	17.1	198001	0.24	38228684	FALSE
Donor1001_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650761	NA	Donor1001	female	CD4+ Th2	CD4+ Th2	Unperturbed	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1001_CD4+_Th2	CD4+_Th2	1	ATAC-Seq	20.1	159900	0.24	67013232	TRUE
Donor1004_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650874	NA	Donor1004	female	CD4+ Treg	CD4+ Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+	Donor1004_CD4+_Treg	CD4+_Treg	1	ATAC-Seq	16	286045	0.18	37521182	FALSE
Donor1001_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650755	NA	Donor1001	female	CD4+ Treg	CD4+ Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+	Donor1001_CD4+_Treg	CD4+_Treg	1	ATAC-Seq	19.1	204586	0.06	29207466	FALSE
